STUDCODE,SUBJECT,SCORE,Score_Trend,Rolling_Avg_2Months,Cumulative_Avg_Score,Performance_Stability,Improved,Normalized_Score,Exam_Month,Exam_Quarter,Score_Rank,time_idx
9311,SCIENCE,65.0,0.0,65.0,65.0,0.0,0,65.0,7,3,551.0,0
9311,SCIENCE,100.0,35.0,82.5,82.5,24.748737341529164,1,100.0,8,3,44.0,1
9311,SCIENCE,100.0,0.0,100.0,88.33333333333333,20.207259421636902,0,100.0,9,3,75.0,2
9311,SCIENCE,85.0,-15.0,92.5,87.5,8.660254037844393,0,85.0,10,4,131.5,3
9311,SCIENCE,83.33,-1.6700000000000017,84.16499999999999,86.666,9.180393963950209,0,83.33,11,4,464.5,4
9331,ENGLISH,41.67,0.0,41.67,41.67,0.0,0,41.67,7,3,1750.0,0
9331,ENGLISH,41.67,0.0,41.67,41.67,0.0,0,41.67,8,3,1632.5,1
9331,ENGLISH,66.67,25.0,54.17,50.00333333333333,14.433756729740644,1,66.67,9,3,1039.0,2
9331,ENGLISH,43.75,-22.92,55.21,48.44,13.872351398855685,0,43.75,10,4,1584.5,3
9331,ENGLISH,66.67,22.92,55.21,52.086,13.232868169826226,1,66.67,11,4,971.5,4
9331,HINDI,65.0,0.0,65.0,65.0,0.0,0,65.0,7,3,743.0,0
9331,HINDI,50.0,-15.0,57.5,57.5,10.606601717798213,0,50.0,8,3,1517.0,1
9331,HINDI,50.0,0.0,50.0,55.0,8.660254037844387,0,50.0,9,3,1579.0,2
9331,HINDI,35.71,-14.29,42.855000000000004,50.1775,8.25033534671975,0,35.71,10,4,1952.5,3
9331,HINDI,31.25,-4.460000000000001,33.480000000000004,46.392,9.79505147170413,0,31.25,11,4,2019.5,4
9331,MATHS,25.0,0.0,25.0,25.0,0.0,0,25.0,7,3,1861.5,0
9331,MATHS,18.75,-6.25,21.875,21.875,4.419417382415922,0,18.75,8,3,2041.5,1
9331,MATHS,25.0,6.25,21.875,22.916666666666668,3.608439182435161,1,25.0,9,3,1851.0,2
9331,MATHS,25.0,0.0,25.0,23.4375,3.608439182435161,0,25.0,10,4,2010.0,3
9331,MATHS,25.0,0.0,25.0,23.75,0.0,0,25.0,11,4,1981.0,4
9331,SCIENCE,45.0,0.0,45.0,45.0,0.0,0,45.0,7,3,1442.0,0
9331,SCIENCE,50.0,5.0,47.5,47.5,3.5355339059327378,1,50.0,8,3,1305.5,1
9331,SCIENCE,50.0,0.0,50.0,48.333333333333336,2.886751345948128,0,50.0,9,3,1508.0,2
9331,SCIENCE,60.0,10.0,55.0,51.25,5.773502691896256,1,60.0,10,4,716.0,3
9331,SCIENCE,75.0,15.0,67.5,56.0,12.583057392117917,1,75.0,11,4,771.5,4
9332,ENGLISH,58.33,0.0,58.33,58.33,0.0,0,58.32999999999999,7,3,1109.0,0
9332,ENGLISH,50.0,-8.329999999999998,54.165,54.165,5.89019948728394,0,50.0,8,3,1315.5,1
9332,ENGLISH,58.33,8.329999999999998,54.165,55.553333333333335,4.8093277423495815,1,58.32999999999999,9,3,1340.0,2
9332,ENGLISH,46.88,-11.449999999999996,52.605000000000004,53.385,5.919259525762776,0,46.88,10,4,1295.5,3
9332,ENGLISH,91.67,44.79,69.275,61.04200000000001,23.26944419906357,1,91.67,11,4,170.0,4
9332,HINDI,65.0,0.0,65.0,65.0,0.0,0,65.0,7,3,743.0,0
9332,HINDI,66.67,1.6700000000000017,65.83500000000001,65.83500000000001,1.1808683245815306,1,66.67,8,3,813.5,1
9332,HINDI,58.33,-8.340000000000003,62.5,63.333333333333336,4.412735357273691,0,58.32999999999999,9,3,1214.0,2
9332,HINDI,42.86,-15.469999999999999,50.595,58.215,12.081615510077011,0,42.86,10,4,1763.0,3
9332,HINDI,43.75,0.8900000000000006,43.305,55.322,8.686094250774243,1,43.75,11,4,1778.5,4
9332,MATHS,41.67,0.0,41.67,41.67,0.0,0,41.67,7,3,1383.0,0
9332,MATHS,37.5,-4.170000000000002,39.585,39.585,2.9486352775479046,0,37.5,8,3,1694.0,1
9332,MATHS,50.0,12.5,43.75,43.05666666666667,6.364325049314604,1,50.0,9,3,1121.5,2
9332,MATHS,36.36,-13.64,43.18,41.3825,7.567465449761456,0,36.36,10,4,1713.5,3
9332,MATHS,25.0,-11.36,30.68,38.106,12.517316006237124,0,25.0,11,4,1981.0,4
9332,SCIENCE,45.0,0.0,45.0,45.0,0.0,0,45.0,7,3,1442.0,0
9332,SCIENCE,41.67,-3.3299999999999983,43.335,43.335,2.354665581351202,0,41.67,8,3,1569.0,1
9332,SCIENCE,50.0,8.329999999999998,45.835,45.55666666666667,4.192807333199719,1,50.0,9,3,1508.0,2
9332,SCIENCE,75.0,25.0,62.5,52.917500000000004,17.345882316369305,1,75.0,10,4,274.0,3
9332,SCIENCE,79.17,4.170000000000002,77.08500000000001,58.168000000000006,15.775919413249214,1,79.17,11,4,615.5,4
9333,ENGLISH,66.67,0.0,66.67,66.67,0.0,0,66.67,7,3,855.0,0
9333,ENGLISH,41.67,-25.0,54.17,54.17,17.67766952966369,0,41.67,8,3,1632.5,1
9333,ENGLISH,83.33,41.66,62.5,63.89000000000001,20.968671870197216,1,83.33,9,3,347.5,2
9333,ENGLISH,46.88,-36.449999999999996,65.105,59.6375,22.698392747798977,0,46.88,10,4,1295.5,3
9333,ENGLISH,66.67,19.79,56.775,61.044000000000004,18.247384287435096,1,66.67,11,4,971.5,4
9333,HINDI,80.0,0.0,80.0,80.0,0.0,0,80.0,7,3,226.5,0
9333,HINDI,66.67,-13.329999999999998,73.33500000000001,73.33500000000001,9.425733393216682,0,66.67,8,3,813.5,1
9333,HINDI,50.0,-16.67,58.335,65.55666666666667,15.030955835652417,0,50.0,9,3,1579.0,2
9333,HINDI,50.0,0.0,50.0,61.667500000000004,9.624428987391077,0,50.0,10,4,1331.0,3
9333,HINDI,31.25,-18.75,40.625,55.584,10.825317547305506,0,31.25,11,4,2019.5,4
9333,MATHS,25.0,0.0,25.0,25.0,0.0,0,25.0,7,3,1861.5,0
9333,MATHS,87.5,62.5,56.25,56.25,44.19417382415922,1,87.5,8,3,113.5,1
9333,MATHS,50.0,-37.5,68.75,54.166666666666664,31.45764348029479,0,50.0,9,3,1121.5,2
9333,MATHS,36.36,-13.64,43.18,49.715,26.48143752392104,0,36.36,10,4,1713.5,3
9333,MATHS,100.0,63.64,68.18,59.772000000000006,33.50646504780831,1,100.0,11,4,64.5,4
9333,SCIENCE,45.0,0.0,45.0,45.0,0.0,0,45.0,7,3,1442.0,0
9333,SCIENCE,58.33,13.329999999999998,51.665,51.665,9.425733393216678,1,58.32999999999999,8,3,1008.5,1
9333,SCIENCE,75.0,16.67,66.66499999999999,59.44333333333333,15.030955835652414,1,75.0,9,3,635.0,2
9333,SCIENCE,55.0,-20.0,65.0,58.332499999999996,10.715858963859748,0,55.00000000000001,10,4,973.0,3
9333,SCIENCE,58.33,3.3299999999999983,56.665,58.331999999999994,10.715858963859747,1,58.32999999999999,11,4,1418.5,4
9334,ENGLISH,75.0,0.0,75.0,75.0,0.0,0,75.0,7,3,553.5,0
9334,ENGLISH,50.0,-25.0,62.5,62.5,17.67766952966369,0,50.0,8,3,1315.5,1
9334,ENGLISH,91.67,41.67,70.83500000000001,72.22333333333334,20.97330763931463,1,91.67,9,3,164.0,2
9334,ENGLISH,56.25,-35.42,73.96000000000001,68.23,22.47230814432139,0,56.25,10,4,760.5,3
9334,ENGLISH,91.67,35.42,73.96000000000001,72.918,20.449746534696548,1,91.67,11,4,170.0,4
9334,HINDI,80.0,0.0,80.0,80.0,0.0,0,80.0,7,3,226.5,0
9334,HINDI,83.33,3.3299999999999983,81.66499999999999,81.66499999999999,2.354665581351207,1,83.33,8,3,315.0,1
9334,HINDI,75.0,-8.329999999999998,79.16499999999999,79.44333333333333,4.192807333199715,0,75.0,9,3,510.5,2
9334,HINDI,64.29,-10.709999999999994,69.64500000000001,75.655,9.544759469642656,0,64.29,10,4,550.5,3
9334,HINDI,43.75,-20.540000000000006,54.02,69.274,15.880586681018212,0,43.75,11,4,1778.5,4
9334,MATHS,41.67,0.0,41.67,41.67,0.0,0,41.67,7,3,1383.0,0
9334,MATHS,87.5,45.83,64.58500000000001,64.58500000000001,32.40670378177946,1,87.5,8,3,113.5,1
9334,MATHS,25.0,-62.5,56.25,51.39000000000001,32.36388882690088,0,25.0,9,3,1851.0,2
9334,MATHS,36.36,11.36,30.68,47.6325,33.293140434630075,1,36.36,10,4,1713.5,3
9334,MATHS,100.0,63.64,68.18,58.105999999999995,40.42297036751918,1,100.0,11,4,64.5,4
9334,SCIENCE,70.0,0.0,70.0,70.0,0.0,0,70.0,7,3,401.5,0
9334,SCIENCE,75.0,5.0,72.5,72.5,3.5355339059327378,1,75.0,8,3,463.5,1
9334,SCIENCE,75.0,0.0,75.0,73.33333333333333,2.88675134594813,0,75.0,9,3,635.0,2
9334,SCIENCE,80.0,5.0,77.5,75.0,2.88675134594813,1,80.0,10,4,188.0,3
9334,SCIENCE,79.17,-0.8299999999999983,79.58500000000001,75.834,2.679483781128994,0,79.17,11,4,615.5,4
9335,ENGLISH,41.67,0.0,41.67,41.67,0.0,0,41.67,7,3,1750.0,0
9335,ENGLISH,58.33,16.659999999999997,50.0,50.0,11.78039897456788,1,58.32999999999999,8,3,987.0,1
9335,ENGLISH,66.67,8.340000000000003,62.5,55.55666666666667,12.728650098629208,1,66.67,9,3,1039.0,2
9335,ENGLISH,50.0,-16.67,58.335,54.167500000000004,8.33500049990001,0,50.0,10,4,1108.5,3
9335,ENGLISH,75.0,25.0,62.5,58.334,12.729740767195535,1,75.0,11,4,644.0,4
9335,HINDI,80.0,0.0,80.0,80.0,0.0,0,80.0,7,3,226.5,0
9335,HINDI,83.33,3.3299999999999983,81.66499999999999,81.66499999999999,2.354665581351207,1,83.33,8,3,315.0,1
9335,HINDI,50.0,-33.33,66.66499999999999,71.11,18.357458974487724,0,50.0,9,3,1579.0,2
9335,HINDI,85.71,35.709999999999994,67.85499999999999,74.75999999999999,19.96562629454266,1,85.71,10,4,76.5,3
9335,HINDI,37.5,-48.209999999999994,61.605,67.30799999999999,25.018853557534023,0,37.5,11,4,1955.0,4
9335,MATHS,41.67,0.0,41.67,41.67,0.0,0,41.67,7,3,1383.0,0
9335,MATHS,75.0,33.33,58.335,58.335,23.56786901694763,1,75.0,8,3,358.0,1
9335,MATHS,50.0,-25.0,62.5,55.55666666666667,17.345882316369302,0,50.0,9,3,1121.5,2
9335,MATHS,29.55,-20.45,39.775,49.055,22.762926730395048,0,29.549999999999997,10,4,1859.5,3
9335,MATHS,75.0,45.45,52.275,54.24400000000001,22.762926730395048,1,75.0,11,4,454.0,4
9335,SCIENCE,50.0,0.0,50.0,50.0,0.0,0,50.0,7,3,1202.0,0
9335,SCIENCE,58.33,8.329999999999998,54.165,54.165,5.89019948728394,1,58.32999999999999,8,3,1008.5,1
9335,SCIENCE,83.33,25.0,70.83,63.88666666666666,17.345882316369305,1,83.33,9,3,442.0,2
9335,SCIENCE,65.0,-18.33,74.16499999999999,64.16499999999999,12.945255244039547,0,65.0,10,4,544.0,3
9335,SCIENCE,75.0,10.0,70.0,66.332,9.177670365257912,1,75.0,11,4,771.5,4
9336,ENGLISH,58.33,0.0,58.33,58.33,0.0,0,58.32999999999999,7,3,1109.0,0
9336,ENGLISH,41.67,-16.659999999999997,50.0,50.0,11.78039897456788,0,41.67,8,3,1632.5,1
9336,ENGLISH,66.67,25.0,54.17,55.55666666666667,12.728650098629208,1,66.67,9,3,1039.0,2
9336,ENGLISH,40.63,-26.04,53.650000000000006,51.825,14.743152082690232,0,40.63,10,4,1785.5,3
9336,ENGLISH,66.67,26.04,53.65,54.794000000000004,15.034201009697856,1,66.67,11,4,971.5,4
9336,HINDI,60.0,0.0,60.0,60.0,0.0,0,60.0,7,3,1036.5,0
9336,HINDI,58.33,-1.6700000000000017,59.165,59.165,1.1808683245815357,0,58.32999999999999,8,3,1228.0,1
9336,HINDI,50.0,-8.329999999999998,54.165,56.10999999999999,5.356892756066711,0,50.0,9,3,1579.0,2
9336,HINDI,42.86,-7.140000000000001,46.43,52.7975,7.742624447390777,0,42.86,10,4,1763.0,3
9336,HINDI,37.5,-5.359999999999999,40.18,49.738,6.271087093425944,0,37.5,11,4,1955.0,4
9336,MATHS,66.67,0.0,66.67,66.67,0.0,0,66.67,7,3,453.5,0
9336,MATHS,37.5,-29.17,52.085,52.085,20.626304807211593,0,37.5,8,3,1694.0,1
9336,MATHS,25.0,-12.5,31.25,43.05666666666667,21.383513119535184,0,25.0,9,3,1851.0,2
9336,MATHS,27.27,2.2699999999999996,26.134999999999998,39.11,6.659026455371181,1,27.27,10,4,1935.0,3
9336,MATHS,75.0,47.730000000000004,51.135,46.288,28.235042647981484,1,75.0,11,4,454.0,4
9336,SCIENCE,50.0,0.0,50.0,50.0,0.0,0,50.0,7,3,1202.0,0
9336,SCIENCE,66.67,16.67,58.335,58.335,11.787470042379748,1,66.67,8,3,710.0,1
9336,SCIENCE,66.67,0.0,66.67,61.11333333333334,9.624428987391061,0,66.67,9,3,871.0,2
9336,SCIENCE,65.0,-1.6700000000000017,65.83500000000001,62.085,0.9641749495466593,0,65.0,10,4,544.0,3
9336,SCIENCE,58.33,-6.670000000000002,61.665,61.334,4.4127353572736805,0,58.32999999999999,11,4,1418.5,4
9337,ENGLISH,50.0,0.0,50.0,50.0,0.0,0,50.0,7,3,1469.5,0
9337,ENGLISH,50.0,0.0,50.0,50.0,0.0,0,50.0,8,3,1315.5,1
9337,ENGLISH,75.0,25.0,62.5,58.333333333333336,14.433756729740644,1,75.0,9,3,681.0,2
9337,ENGLISH,40.63,-34.37,57.815,53.9075,17.767450576827276,0,40.63,10,4,1785.5,3
9337,ENGLISH,75.0,34.37,57.815,58.126,19.843528752047437,1,75.0,11,4,644.0,4
9337,HINDI,75.0,0.0,75.0,75.0,0.0,0,75.0,7,3,362.5,0
9337,HINDI,75.0,0.0,75.0,75.0,0.0,0,75.0,8,3,533.0,1
9337,HINDI,58.33,-16.67,66.66499999999999,69.44333333333333,9.624428987391061,0,58.32999999999999,9,3,1214.0,2
9337,HINDI,64.29,5.960000000000008,61.31,68.155,8.447036955840389,1,64.29,10,4,550.5,3
9337,HINDI,37.5,-26.790000000000006,50.895,62.024,14.066002748945177,0,37.5,11,4,1955.0,4
9337,MATHS,50.0,0.0,50.0,50.0,0.0,0,50.0,7,3,1076.5,0
9337,MATHS,93.75,43.75,71.875,71.875,30.935921676911455,1,93.75,8,3,68.5,1
9337,MATHS,25.0,-68.75,59.375,56.25,34.79852726768764,0,25.0,9,3,1851.0,2
9337,MATHS,31.82,6.82,28.41,50.1425,37.87787348835729,1,31.819999999999997,10,4,1822.5,3
9337,MATHS,75.0,43.18,53.41,55.114,27.11403326692655,1,75.0,11,4,454.0,4
9337,SCIENCE,50.0,0.0,50.0,50.0,0.0,0,50.0,7,3,1202.0,0
9337,SCIENCE,66.67,16.67,58.335,58.335,11.787470042379748,1,66.67,8,3,710.0,1
9337,SCIENCE,66.67,0.0,66.67,61.11333333333334,9.624428987391061,0,66.67,9,3,871.0,2
9337,SCIENCE,65.0,-1.6700000000000017,65.83500000000001,62.085,0.9641749495466593,0,65.0,10,4,544.0,3
9337,SCIENCE,79.17,14.170000000000002,72.08500000000001,65.502,7.744113893790561,1,79.17,11,4,615.5,4
9338,ENGLISH,75.0,0.0,75.0,75.0,0.0,0,75.0,7,3,553.5,0
9338,ENGLISH,41.67,-33.33,58.335,58.335,23.56786901694763,0,41.67,8,3,1632.5,1
9338,ENGLISH,75.0,33.33,58.335,63.89000000000001,19.243084472090224,1,75.0,9,3,681.0,2
9338,ENGLISH,43.75,-31.25,59.375,58.855000000000004,18.67162642442627,0,43.75,10,4,1584.5,3
9338,ENGLISH,83.33,39.58,63.54,63.75,20.866751064792044,1,83.33,11,4,377.0,4
9338,HINDI,10.0,0.0,10.0,10.0,0.0,0,10.0,7,3,2035.5,0
9338,HINDI,66.67,56.67,38.335,38.335,40.07174128984165,1,66.67,8,3,813.5,1
9338,HINDI,50.0,-16.67,58.335,42.223333333333336,29.12438211075616,0,50.0,9,3,1579.0,2
9338,HINDI,53.57,3.5700000000000003,51.785,45.06,8.77727938106867,1,53.56999999999999,10,4,1098.0,3
9338,HINDI,56.25,2.6799999999999997,54.91,47.298,3.1355435467129515,1,56.25,11,4,1264.0,4
9338,MATHS,41.67,0.0,41.67,41.67,0.0,0,41.67,7,3,1383.0,0
9338,MATHS,93.75,52.08,67.71000000000001,67.71000000000001,36.826121164195385,1,93.75,8,3,68.5,1
9338,MATHS,25.0,-68.75,59.375,53.473333333333336,35.862649558187044,0,25.0,9,3,1851.0,2
9338,MATHS,29.55,4.550000000000001,27.275,47.4925,38.44672721225219,1,29.549999999999997,10,4,1859.5,3
9338,MATHS,75.0,45.45,52.275,52.99400000000001,27.64779979190629,1,75.0,11,4,454.0,4
9338,SCIENCE,45.0,0.0,45.0,45.0,0.0,0,45.0,7,3,1442.0,0
9338,SCIENCE,50.0,5.0,47.5,47.5,3.5355339059327378,1,50.0,8,3,1305.5,1
9338,SCIENCE,58.33,8.329999999999998,54.165,51.10999999999999,6.733966141881023,1,58.32999999999999,9,3,1222.0,2
9338,SCIENCE,75.0,16.67,66.66499999999999,57.082499999999996,12.729740767195537,1,75.0,10,4,274.0,3
9338,SCIENCE,66.67,-8.329999999999998,70.83500000000001,59.0,8.335000499900008,0,66.67,11,4,1108.0,4
9339,ENGLISH,75.0,0.0,75.0,75.0,0.0,0,75.0,7,3,553.5,0
9339,ENGLISH,58.33,-16.67,66.66499999999999,66.66499999999999,11.787470042379743,0,58.32999999999999,8,3,987.0,1
9339,ENGLISH,66.67,8.340000000000003,62.5,66.66666666666667,8.335000499900001,1,66.67,9,3,1039.0,2
9339,ENGLISH,46.88,-19.79,56.775000000000006,61.72,9.935644585699157,0,46.88,10,4,1295.5,3
9339,ENGLISH,91.67,44.79,69.275,67.71000000000001,22.44544571473985,1,91.67,11,4,170.0,4
9339,HINDI,75.0,0.0,75.0,75.0,0.0,0,75.0,7,3,362.5,0
9339,HINDI,83.33,8.329999999999998,79.16499999999999,79.16499999999999,5.890199487283945,1,83.33,8,3,315.0,1
9339,HINDI,66.67,-16.659999999999997,75.0,75.0,8.329999999999998,0,66.67,9,3,839.0,2
9339,HINDI,67.86,1.1899999999999977,67.265,73.215,9.294197114328918,1,67.86,10,4,444.5,3
9339,HINDI,50.0,-17.86,58.93,68.572,9.985694768016913,0,50.0,11,4,1527.5,4
9339,MATHS,58.33,0.0,58.33,58.33,0.0,0,58.32999999999999,7,3,785.5,0
9339,MATHS,100.0,41.67,79.16499999999999,79.16499999999999,29.46513957204344,1,100.0,8,3,29.0,1
9339,MATHS,25.0,-75.0,62.5,61.10999999999999,37.57720452614856,0,25.0,9,3,1851.0,2
9339,MATHS,34.09,9.090000000000003,29.545,54.355000000000004,40.930339602793424,1,34.09,10,4,1755.0,3
9339,MATHS,75.0,40.91,54.545,58.484,26.6341140895156,1,75.0,11,4,454.0,4
9339,SCIENCE,50.0,0.0,50.0,50.0,0.0,0,50.0,7,3,1202.0,0
9339,SCIENCE,66.67,16.67,58.335,58.335,11.787470042379748,1,66.67,8,3,710.0,1
9339,SCIENCE,75.0,8.329999999999998,70.83500000000001,63.89000000000001,12.729740767195537,1,75.0,9,3,635.0,2
9339,SCIENCE,75.0,0.0,75.0,66.6675,4.809327742349574,0,75.0,10,4,274.0,3
9339,SCIENCE,70.83,-4.170000000000002,72.91499999999999,67.5,2.4075506225207195,0,70.83,11,4,925.5,4
9340,ENGLISH,83.33,0.0,83.33,83.33,0.0,0,83.33,7,3,285.0,0
9340,ENGLISH,50.0,-33.33,66.66499999999999,66.66499999999999,23.567869016947622,0,50.0,8,3,1315.5,1
9340,ENGLISH,66.67,16.67,58.335,66.66666666666667,16.665000250024995,1,66.67,9,3,1039.0,2
9340,ENGLISH,46.88,-19.79,56.775000000000006,61.72,10.6400767541091,0,46.88,10,4,1295.5,3
9340,ENGLISH,91.67,44.79,69.275,67.71000000000001,22.44544571473984,1,91.67,11,4,170.0,4
9340,HINDI,70.0,0.0,70.0,70.0,0.0,0,70.0,7,3,543.5,0
9340,HINDI,75.0,5.0,72.5,72.5,3.5355339059327378,1,75.0,8,3,533.0,1
9340,HINDI,91.67,16.67,83.33500000000001,78.89,11.346642675258616,1,91.67,9,3,98.5,2
9340,HINDI,71.43,-20.239999999999995,81.55000000000001,77.025,10.803482463230702,0,71.43,10,4,346.5,3
9340,HINDI,56.25,-15.180000000000007,63.84,72.87,17.770135996478288,0,56.25,11,4,1264.0,4
9340,MATHS,41.67,0.0,41.67,41.67,0.0,0,41.67,7,3,1383.0,0
9340,MATHS,43.75,2.0799999999999983,42.71,42.71,1.4707821048680176,1,43.75,8,3,1556.0,1
9340,MATHS,75.0,31.25,59.375,53.473333333333336,18.671626424426268,1,75.0,9,3,377.0,2
9340,MATHS,47.73,-27.270000000000003,61.364999999999995,52.0375,17.01007446583739,0,47.73,10,4,1071.5,3
9340,MATHS,75.0,27.270000000000003,61.364999999999995,56.629999999999995,15.744341840801095,1,75.0,11,4,454.0,4
9340,SCIENCE,50.0,0.0,50.0,50.0,0.0,0,50.0,7,3,1202.0,0
9340,SCIENCE,100.0,50.0,75.0,75.0,35.35533905932738,1,100.0,8,3,44.0,1
9340,SCIENCE,66.67,-33.33,83.33500000000001,72.22333333333334,25.45839023452452,0,66.67,9,3,871.0,2
9340,SCIENCE,80.0,13.329999999999998,73.33500000000001,74.1675,16.775864607624058,1,80.0,10,4,188.0,3
9340,SCIENCE,79.17,-0.8299999999999983,79.58500000000001,75.168,7.468018478820205,0,79.17,11,4,615.5,4
9882,ENGLISH,87.5,0.0,87.5,87.5,0.0,0,87.5,7,3,184.0,0
9882,ENGLISH,58.33,-29.17,72.91499999999999,72.91499999999999,20.62630480721159,0,58.32999999999999,8,3,987.0,1
9882,ENGLISH,56.25,-2.0799999999999983,57.29,67.36,17.472730181628737,0,56.25,9,3,1485.5,2
9882,ENGLISH,37.5,-18.75,46.875,59.894999999999996,11.472995830790369,0,37.5,10,4,1872.0,3
9882,ENGLISH,58.33,20.83,47.915,59.581999999999994,11.472995830790369,1,58.32999999999999,11,4,1343.5,4
9882,HINDI,70.0,0.0,70.0,70.0,0.0,0,70.0,7,3,543.5,0
9882,HINDI,55.0,-15.0,62.5,62.5,10.606601717798213,0,55.00000000000001,8,3,1352.0,1
9882,HINDI,50.0,-5.0,52.5,58.333333333333336,10.408329997330664,0,50.0,9,3,1579.0,2
9882,HINDI,47.22,-2.780000000000001,48.61,55.555,3.9424357952920475,0,47.22,10,4,1446.5,3
9882,HINDI,54.17,6.950000000000003,50.695,55.278,3.498089955008789,1,54.17000000000001,11,4,1342.5,4
9882,MATHS,50.0,0.0,50.0,50.0,0.0,0,50.0,7,3,1076.5,0
9882,MATHS,50.0,0.0,50.0,50.0,0.0,0,50.0,8,3,1220.5,1
9882,MATHS,75.0,25.0,62.5,58.333333333333336,14.433756729740644,1,75.0,9,3,377.0,2
9882,MATHS,45.83,-29.17,60.415,55.207499999999996,15.77591941324921,0,45.83,10,4,1219.5,3
9882,MATHS,56.25,10.420000000000002,51.04,55.416,14.78190222310151,1,56.25,11,4,981.5,4
9882,SCIENCE,55.0,0.0,55.0,55.0,0.0,0,55.00000000000001,7,3,922.0,0
9882,SCIENCE,55.0,0.0,55.0,55.0,0.0,0,55.00000000000001,8,3,1129.5,1
9882,SCIENCE,35.0,-20.0,45.0,48.333333333333336,11.547005383792516,0,35.0,9,3,1892.0,2
9882,SCIENCE,44.44,9.439999999999998,39.72,47.36,10.005225301477893,1,44.44,10,4,1640.5,3
9882,SCIENCE,62.5,18.060000000000002,53.47,50.388,13.973350826961061,1,62.5,11,4,1267.0,4
9884,ENGLISH,87.5,0.0,87.5,87.5,0.0,0,87.5,7,3,184.0,0
9884,ENGLISH,75.0,-12.5,81.25,81.25,8.838834764831844,0,75.0,8,3,431.5,1
9884,ENGLISH,75.0,0.0,75.0,79.16666666666667,7.216878364870324,0,75.0,9,3,681.0,2
9884,ENGLISH,66.67,-8.329999999999998,70.83500000000001,76.0425,4.809327742349584,0,66.67,10,4,373.5,3
9884,ENGLISH,66.67,0.0,66.67,74.168,4.80932774234958,0,66.67,11,4,971.5,4
9884,HINDI,100.0,0.0,100.0,100.0,0.0,0,100.0,7,3,7.0,0
9884,HINDI,90.0,-10.0,95.0,95.0,7.0710678118654755,0,90.0,8,3,187.5,1
9884,HINDI,68.75,-21.25,79.375,86.25,15.958931668504631,0,68.75,9,3,739.0,2
9884,HINDI,77.78,9.030000000000001,73.265,84.1325,10.664831612985425,1,77.78,10,4,206.5,3
9884,HINDI,87.5,9.719999999999999,82.64,84.806,9.377115761256228,1,87.5,11,4,160.5,4
9884,MATHS,75.0,0.0,75.0,75.0,0.0,0,75.0,7,3,291.5,0
9884,MATHS,75.0,0.0,75.0,75.0,0.0,0,75.0,8,3,358.0,1
9884,MATHS,87.5,12.5,81.25,79.16666666666667,7.21687836487032,1,87.5,9,3,140.5,2
9884,MATHS,91.67,4.170000000000002,89.58500000000001,82.2925,8.674942843231493,1,91.67,10,4,30.0,3
9884,MATHS,68.75,-22.92,80.21000000000001,79.584,12.208451990322114,0,68.75,11,4,676.0,4
9884,SCIENCE,85.0,0.0,85.0,85.0,0.0,0,85.0,7,3,127.0,0
9884,SCIENCE,75.0,-10.0,80.0,80.0,7.0710678118654755,0,75.0,8,3,463.5,1
9884,SCIENCE,55.0,-20.0,65.0,71.66666666666667,15.275252316519468,0,55.00000000000001,9,3,1326.5,2
9884,SCIENCE,75.0,20.0,65.0,72.5,11.547005383792522,1,75.0,10,4,274.0,3
9884,SCIENCE,100.0,25.0,87.5,78.0,22.546248764114473,1,100.0,11,4,46.0,4
9886,ENGLISH,87.5,0.0,87.5,87.5,0.0,0,87.5,7,3,184.0,0
9886,ENGLISH,66.67,-20.83,77.08500000000001,77.08500000000001,14.729034252115788,0,66.67,8,3,670.5,1
9886,ENGLISH,75.0,8.329999999999998,70.83500000000001,76.39,10.48433593509861,1,75.0,9,3,681.0,2
9886,ENGLISH,62.5,-12.5,68.75,72.9175,6.3643250493146155,0,62.5,10,4,510.5,3
9886,ENGLISH,91.67,29.17,77.08500000000001,76.668,14.634592580594793,1,91.67,11,4,170.0,4
9886,HINDI,100.0,0.0,100.0,100.0,0.0,0,100.0,7,3,7.0,0
9886,HINDI,85.0,-15.0,92.5,92.5,10.606601717798213,0,85.0,8,3,241.5,1
9886,HINDI,87.5,2.5,86.25,90.83333333333333,8.036375634160795,1,87.5,9,3,174.0,2
9886,HINDI,88.89,1.3900000000000006,88.195,90.3475,1.9712178976460104,1,88.89,10,4,59.0,3
9886,HINDI,87.5,-1.3900000000000006,88.195,89.77799999999999,0.8025168741735591,0,87.5,11,4,160.5,4
9886,MATHS,75.0,0.0,75.0,75.0,0.0,0,75.0,7,3,291.5,0
9886,MATHS,75.0,0.0,75.0,75.0,0.0,0,75.0,8,3,358.0,1
9886,MATHS,100.0,25.0,87.5,83.33333333333333,14.433756729740647,1,100.0,9,3,61.0,2
9886,MATHS,95.83,-4.170000000000002,97.91499999999999,86.4575,13.393268209564587,0,95.83,10,4,13.0,3
9886,MATHS,75.0,-20.83,85.41499999999999,84.166,13.393268209564587,0,75.0,11,4,454.0,4
9886,SCIENCE,85.0,0.0,85.0,85.0,0.0,0,85.0,7,3,127.0,0
9886,SCIENCE,70.0,-15.0,77.5,77.5,10.606601717798213,0,70.0,8,3,581.0,1
9886,SCIENCE,60.0,-10.0,65.0,71.66666666666667,12.583057392117917,0,60.0,9,3,1126.0,2
